Rndrng_NPI,Rndrng_Prvdr_Type,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_Gndr,Tot_HCPCS_Cds,Bene_Male_Cnt,Bene_Avg_Age,Tot_Srvcs,Tot_Benes,Bene_Avg_Risk_Scre,Tot_Sbmtd_Chrg,Tot_Mdcr_Pymt_Amt,year,Fraud
1710060389,Family Practice,TX,F,22,26.0,71,353.0,75,1.579,53974.0,17583.49,2017,0
1558625467,Nurse Practitioner,NC,F,11,21.0,78,75.0,47,2.6209,23144.0,6223.01,2018,0
1124256466,Physical Medicine and Rehabilitation,NY,M,28,123.0,68,6795.0,242,2.5433,393006.0,123734.06,2016,0
1972540912,Internal Medicine,ME,M,16,106.0,76,340.0,225,2.0453,97841.0,31233.31,2017,0
1508919028,Psychiatry,MO,F,6,82.0,65,15.0,14,2.8444,3940.0,1072.1,2018,0
1639547441,Nurse Practitioner,MA,F,9,82.0,64,35.0,25,1.3937,1040.0,346.29,2018,0
1326290339,Neurology,CA,F,37,199.0,73,2224.0,471,2.2199,520837.8,197140.26,2019,0
1023145018,Physician Assistant,MI,F,61,112.0,73,1347.0,379,1.578,152258.0,53781.93,2016,0
1548237944,Registered Dietitian or Nutrition Professional,VA,F,3,176.0,71,1715.0,360,1.4926,38570.3,37798.87,2016,0
1669446522,Optometry,CA,M,19,108.0,73,628.0,247,0.7455,62815.0,34084.26,2019,0
1235106014,Physical Therapist in Private Practice,OR,F,6,32.0,70,1048.0,98,1.2534,65166.0,22292.57,2016,0
1790157923,Nurse Practitioner,WA,F,8,82.0,63,201.0,35,0.9959,30895.0,12120.99,2018,0
1730617531,Physician Assistant,FL,F,5,19.0,71,43.0,39,1.4217,6980.6,1989.65,2017,0
1104259589,Nurse Practitioner,IA,F,18,82.0,64,58.0,39,1.2176,19905.5,2571.29,2017,0
1962455584,Licensed Clinical Social Worker,KY,F,4,35.0,52,245.0,77,1.3496,18786.0,8780.31,2017,0
1073874814,Orthopedic Surgery,KS,M,39,51.0,69,608.0,149,1.1532,245201.69,53983.1,2018,0
1770953432,Nurse Practitioner,VA,M,72,296.0,74,2250.0,701,1.293,176689.0,69814.03,2017,0
1265696835,General Surgery,MA,M,61,59.0,68,235.0,131,1.6027,135117.56,35081.67,2016,0
1497078091,Endocrinology,WA,F,66,88.0,73,6500.0,280,1.3174,282992.4,105814.88,2018,0
1346264066,Obstetrics & Gynecology,VA,F,24,0.0,70,498.0,233,0.6164,60800.0,35695.24,2019,0
1730137373,Anesthesiology,OH,M,69,82.0,71,250.0,165,1.6783,224483.5,40002.43,2018,0
1720533151,Physical Therapist in Private Practice,OR,F,12,23.0,72,1429.0,49,1.078,136164.67,29965.2,2017,0
1720252513,Obstetrics & Gynecology,UT,F,24,0.0,59,69.0,24,1.2648,8780.0,3856.02,2016,0
1124180518,Ophthalmology,CA,M,94,400.0,71,4842.0,792,1.5892,2126425.0,541750.14,2017,0
1659500825,Obstetrics & Gynecology,NY,F,32,0.0,61,232.0,70,1.3254,35718.75,16775.92,2018,0
1245559723,Nurse Practitioner,WI,F,9,45.0,74,198.0,72,3.7161,84886.0,13739.96,2019,0
1073561262,Internal Medicine,AL,M,34,15.0,60,170.0,31,0.9039,14598.0,3755.7,2017,0
1366573230,Physical Therapist in Private Practice,MA,F,8,82.0,65,521.0,17,1.1574,33518.0,9456.35,2019,0
1871553446,Otolaryngology,VA,M,81,242.0,74,1150.0,526,1.2096,346558.0,109606.48,2018,0
1083656821,Interventional Cardiology,SD,M,92,1657.0,75,10056.0,3102,1.6003,3945100.75,599302.83,2019,0
1831284108,Anesthesiology,TX,F,33,77.0,68,154.0,144,2.3611,139281.62,19581.69,2018,0
1346765476,Nurse Practitioner,TN,F,8,82.0,88,100.0,11,2.7265,20072.31,10384.57,2018,0
1356380331,General Surgery,NH,M,47,42.0,72,163.0,86,1.5065,55951.0,18432.25,2018,0
1598747149,Obstetrics & Gynecology,NC,M,25,0.0,69,181.0,91,0.9781,36702.0,11490.68,2016,0
1457328205,Emergency Medicine,FL,M,9,28.0,73,78.0,70,2.1409,96632.0,8924.5,2016,0
1306827142,Internal Medicine,NY,M,81,84.0,82,1685.0,162,1.376,166256.0,77737.66,2017,0
1356312664,Gastroenterology,NC,M,38,143.0,68,2377.0,341,1.378,469336.0,116357.97,2017,0
1912935545,Family Practice,OH,M,17,169.0,75,1035.0,375,1.2087,123137.56,59308.93,2019,0
1770788226,Physician Assistant,MI,F,5,187.0,73,1257.0,390,3.3126,253733.0,64875.91,2016,0
1417999335,Internal Medicine,AL,M,34,134.0,71,1326.0,323,1.0996,141017.34,75154.48,2016,0
1932163763,Urology,MI,M,106,533.0,74,8744.0,764,1.4466,1364869.24,338026.13,2018,0
1962471235,Nurse Practitioner,KS,F,102,99.0,73,1976.0,301,0.9407,96442.79,30830.32,2018,0
1558590588,Diagnostic Radiology,GA,F,19,82.0,71,1337.0,751,1.1689,199501.0,44864.15,2018,0
1639590219,Physician Assistant,SD,M,38,58.0,73,254.0,126,1.1451,23460.41,12832.72,2019,0
1801865548,Medical Oncology,MN,M,155,128.0,72,83125.0,417,2.0199,5054800.0,1035989.64,2019,0
1902196868,Anesthesiology,TX,M,50,125.0,74,773.0,188,1.9281,2027832.0,103921.68,2019,0
1396817995,Chiropractic,MN,M,2,22.0,71,161.0,45,0.6383,7030.0,3823.15,2018,0
1174671036,Family Practice,CA,F,8,82.0,69,17.0,11,1.0137,2129.0,397.84,2018,0
1316427172,Nurse Practitioner,OH,M,12,88.0,57,551.0,211,1.3048,100002.1,29194.13,2019,0
1700996758,Neurology,NY,M,19,30.0,63,57839.0,87,1.4039,4208273.0,1250602.37,2019,0
1225207913,Nurse Practitioner,CA,F,6,24.0,58,174.0,69,1.3072,27000.0,10477.11,2018,0
1013228071,"Psychologist, Clinical",MO,M,4,13.0,59,222.0,31,1.4367,47028.0,18959.87,2019,0
1477508893,Dermatology,NC,M,107,511.0,75,5913.0,854,0.9883,821399.68,358376.33,2019,0
1063513141,Neurosurgery,MS,M,38,130.0,71,639.0,243,1.7296,556866.0,93583.55,2019,0
1639469786,Emergency Medicine,GA,F,26,177.0,66,690.0,418,3.5567,242434.0,58714.24,2016,0
1649622242,Hospitalist,IA,M,16,73.0,71,293.0,147,2.5578,120919.0,23533.6,2019,0
1457643751,Nephrology,CA,F,12,60.0,60,629.0,93,7.9519,410365.0,96750.33,2017,0
1477925428,Nurse Practitioner,MO,F,5,12.0,75,29.0,29,0.8704,3746.4,874.15,2017,0
1487601753,Physician Assistant,OH,F,3,29.0,68,145.0,56,1.8286,10559.56,4211.71,2016,0
1457396814,General Surgery,FL,M,127,187.0,71,941.0,365,2.4985,933306.24,189660.17,2017,0
1356321210,Obstetrics & Gynecology,VA,M,19,0.0,63,180.0,93,0.9442,33559.0,9301.0,2017,0
1811906597,Optometry,CA,M,14,98.0,74,613.0,256,1.0309,81712.0,35660.04,2019,0
1194768218,Family Practice,GA,M,41,227.0,71,3273.0,519,1.1072,225090.46,135511.57,2019,0
1023144086,Licensed Clinical Social Worker,NH,F,4,82.0,63,136.0,12,0.7468,14980.0,6778.93,2018,0
1770572562,Nephrology,SC,M,35,661.0,68,9158.0,1335,5.1839,2606533.0,964571.85,2018,0
1437268315,Physical Therapist in Private Practice,FL,M,13,59.0,75,5927.0,163,1.0339,252705.0,120272.74,2017,0
1598023301,Physical Therapist in Private Practice,MO,F,8,21.0,70,1443.0,45,0.5763,72193.0,27843.99,2016,0
1104836402,Family Practice,CA,M,53,213.0,74,2948.0,400,0.9577,230633.14,128201.61,2018,0
1114948353,Otolaryngology,AZ,M,14,82.0,68,34.0,19,1.3976,3835.52,1883.18,2017,0
1104135441,Nurse Practitioner,TN,F,11,40.0,64,482.0,125,1.4378,112181.0,29279.31,2018,0
1366559635,Psychiatry,WA,M,8,27.0,64,322.0,47,1.5359,64819.0,21945.18,2018,0
1902918139,Physical Therapist in Private Practice,NC,F,11,19.0,83,4215.0,69,1.8977,194180.0,91775.73,2019,0
1245498864,Gynecological Oncology,OH,F,45,0.0,66,340.0,135,2.025,130722.0,38555.26,2019,0
1427580687,Certified Registered Nurse Anesthetist (CRNA),NC,M,44,64.0,69,151.0,149,1.9933,112702.5,16155.93,2019,0
1902836877,Licensed Clinical Social Worker,TX,F,3,82.0,58,124.0,14,2.1442,18055.0,8698.06,2019,0
1295134468,Physical Therapist in Private Practice,NJ,M,13,69.0,74,4106.0,150,1.0049,410015.0,89704.72,2019,0
1467420745,Diagnostic Radiology,OK,M,107,561.0,71,2098.0,1456,1.0795,358215.86,68740.88,2017,0
1942399316,Orthopedic Surgery,TX,M,60,181.0,73,1741.0,461,1.1288,281094.9,99635.09,2018,0
1215992516,Internal Medicine,FL,M,24,149.0,74,885.0,311,1.2091,160475.0,73256.11,2018,0
1215291265,Nurse Practitioner,NC,M,42,58.0,68,426.0,123,1.1042,54128.0,15428.04,2016,0
1578652186,Physical Therapist in Private Practice,NJ,F,13,79.0,76,4649.0,200,1.258,680216.0,100666.27,2019,0
1740257807,"Psychologist, Clinical",MA,M,1,82.0,67,202.0,12,0.8505,55380.0,13263.89,2016,0
1750893541,Certified Registered Nurse Anesthetist (CRNA),OK,F,52,72.0,71,184.0,180,1.5251,262666.0,35621.03,2018,0
1538330485,Physician Assistant,TN,M,43,82.0,67,560.0,165,1.0877,22213.0,8485.24,2017,0
1871563502,Physician Assistant,PA,F,5,64.0,73,117.0,98,2.0259,30949.0,6707.95,2016,0
1073978912,Licensed Clinical Social Worker,NJ,F,5,82.0,80,324.0,13,2.8214,40240.0,19233.43,2018,0
1053780494,Physical Therapist in Private Practice,KS,F,14,21.0,87,4021.0,73,1.5807,159393.3,81151.21,2017,0
1255325049,Dermatology,FL,M,85,429.0,77,4365.0,654,1.1161,1208525.0,388483.13,2017,0
1407382864,Nurse Practitioner,AL,F,7,17.0,70,86.0,50,2.4211,10497.0,3582.57,2018,0
1710054366,Internal Medicine,MA,F,16,52.0,72,167.0,132,1.0856,33472.0,7568.98,2016,0
1003216730,Physical Therapist in Private Practice,AZ,M,9,12.0,74,1116.0,32,0.912,33184.06,20437.09,2016,0
1396141214,Nurse Practitioner,PA,F,9,154.0,77,388.0,359,1.9199,116424.0,36096.28,2018,0
1558675066,Orthopedic Surgery,AZ,M,19,59.0,73,597.0,126,0.9794,108648.0,33961.47,2016,0
1235187535,Family Practice,NC,M,129,326.0,73,14178.0,631,1.0319,832072.0,336627.82,2017,0
1902080252,Nurse Practitioner,NY,F,7,11.0,57,83.0,30,1.6775,8922.4,3716.14,2017,0
1184789943,Endocrinology,FL,F,11,76.0,72,783.0,216,1.472,140614.0,59026.5,2019,0
1285839084,Dermatology,TX,F,20,43.0,73,726.0,104,1.2439,69701.0,26784.69,2017,0
1467609347,Internal Medicine,MN,M,20,97.0,75,603.0,219,2.5795,191536.0,45439.15,2017,0
1083605638,Diagnostic Radiology,MA,F,21,977.0,73,10078.0,1963,2.1523,531771.0,94630.2,2018,0
1538203278,Licensed Clinical Social Worker,MO,M,4,82.0,54,78.0,14,0.9736,17000.0,4374.03,2016,0
1811949001,Geriatric Medicine,UT,F,13,59.0,73,185.0,152,1.435,63257.38,18733.28,2016,0
1871569228,Certified Registered Nurse Anesthetist (CRNA),PA,F,30,70.0,68,165.0,163,1.0235,255175.71,17646.03,2016,0
1518991033,Dermatology,MS,M,74,713.0,73,7714.0,1442,1.0231,441024.85,242226.83,2016,0
1811954290,Family Practice,NC,M,122,207.0,74,2445.5,587,1.059,131884.82,44550.47,2019,0
1821048364,Internal Medicine,ID,M,33,199.0,76,930.0,400,1.3319,122171.5,42300.73,2016,0
1346340395,Pathology,NY,F,29,285.0,68,1406.0,686,1.6057,127238.7,39298.0,2017,0
1578813820,Nurse Practitioner,OH,F,3,86.0,77,779.0,241,2.8995,105082.0,43521.8,2019,0
1104111426,Family Practice,MA,F,21,75.0,71,610.0,207,0.984,83788.95,28392.62,2018,0
1003116112,"Psychologist, Clinical",IL,F,8,11.0,71,168.0,31,1.2922,41656.0,11692.4,2016,0
1720216989,Anesthesiology,FL,F,52,40.0,72,135.0,99,2.3396,155091.0,11252.03,2016,0
1801824065,Internal Medicine,VA,M,34,111.0,75,997.0,279,1.0075,90788.36,53054.34,2017,0
1700122959,Physician Assistant,DC,F,15,38.0,64,92.0,87,1.7346,29775.0,5940.3,2019,0
1760444202,Physician Assistant,TX,F,9,54.0,68,156.0,99,2.5023,21371.48,6895.36,2016,0
1063615870,Nurse Practitioner,MA,F,58,37.0,69,220.0,99,1.1387,19962.0,6862.27,2017,0
1659311850,Family Practice,TX,M,80,499.0,77,20849.0,1170,1.507,1095419.9,377297.55,2019,0
1346246337,Family Practice,MI,F,24,14.0,69,107.0,42,1.2177,13319.0,5838.96,2017,0
1982600839,Anesthesiology,NY,M,6,46.0,76,124.0,124,1.0167,26348.22,9544.98,2016,0
1538157623,Family Practice,NY,F,34,54.0,74,639.0,234,1.1987,128476.75,36773.47,2019,0
1386627842,Orthopedic Surgery,CA,M,58,64.0,75,304.0,159,1.9068,616133.0,106533.15,2019,0
1184880544,Internal Medicine,IL,M,21,277.0,78,1653.0,598,2.2836,370307.0,139267.63,2016,0
1598704892,Otolaryngology,MI,M,38,370.0,70,1754.0,773,1.2537,770038.0,308577.79,2017,0
1922195387,Dermatology,CA,F,48,154.0,76,2503.0,382,0.8686,186602.0,95978.18,2019,0
1174500425,Physician Assistant,TN,F,16,58.0,67,197.0,169,1.5916,266479.0,16141.2,2018,0
1912198193,Otolaryngology,TX,M,53,162.0,71,2047.0,406,1.2802,639563.62,149055.01,2016,0
1881785251,Nurse Practitioner,TX,F,60,106.0,71,3695.0,284,1.1361,209430.7,59737.18,2018,0
1972578474,Nurse Practitioner,IN,F,14,69.0,61,1554.0,165,1.5542,178510.98,63695.87,2018,0
1497791560,Chiropractic,TX,M,2,26.0,72,378.0,51,0.7866,14609.77,9671.35,2019,0
1073539680,Hematology-Oncology,IL,F,94,36.0,77,73771.0,96,2.5923,4177889.8,1114065.98,2016,0
1477999365,Anesthesiology,CA,M,51,85.0,75,227.0,187,1.7481,212993.0,31595.71,2018,0
1346501764,Internal Medicine,VA,F,5,21.0,66,61.0,55,1.3812,13818.0,2383.25,2016,0
1750632493,Chiropractic,MI,F,3,33.0,68,382.0,90,1.041,17367.0,9574.57,2018,0
1376608943,Optometry,IN,M,6,12.0,72,568.0,25,0.8222,2246.4,1290.86,2019,0
1770513160,Licensed Clinical Social Worker,PA,F,3,82.0,57,169.0,19,1.2387,21586.0,11078.68,2016,0
1912395104,Physician Assistant,TN,M,8,82.0,68,34.0,23,1.1979,4320.0,795.55,2019,0
1770825861,Internal Medicine,GA,F,13,178.0,72,1109.0,433,3.3157,260029.0,74954.38,2018,0
1649253295,Orthopedic Surgery,CA,M,83,119.0,73,1367.0,261,1.2304,913924.0,142707.57,2018,0
1326026212,Family Practice,OK,M,43,268.0,75,4767.0,613,1.3162,344887.16,212494.27,2017,0
1538187794,Certified Registered Nurse Anesthetist (CRNA),SC,F,18,82.0,69,23.0,23,1.454,60690.0,2684.97,2016,0
1427166644,Obstetrics & Gynecology,TX,F,13,82.0,70,97.0,36,0.5976,10521.78,4003.68,2018,0
1497309132,Nurse Practitioner,NY,F,12,32.0,77,136.0,75,1.8627,18253.54,6918.19,2019,0
1053771824,Physical Therapist in Private Practice,PA,F,16,61.0,72,4802.0,149,1.138,280962.0,94585.47,2019,0
1497908883,Ophthalmology,TX,M,44,133.0,72,2266.0,362,1.6512,878484.0,227368.26,2016,0
1356814156,Certified Registered Nurse Anesthetist (CRNA),KY,M,36,75.0,70,150.0,146,1.9767,445068.0,22171.08,2019,0
1528066693,Ophthalmology,CT,F,22,66.0,73,307.0,171,1.0333,65615.0,23577.93,2018,0
1649203191,Diagnostic Radiology,NJ,M,158,581.0,76,9984.0,2038,1.3389,1176972.0,206216.21,2017,0
1922171669,Physical Therapist in Private Practice,UT,M,14,16.0,73,985.0,59,0.9402,37182.0,18196.6,2017,0
1679513402,Family Practice,ME,F,73,54.0,74,913.0,242,0.9202,116169.0,36223.55,2017,0
1477998862,Internal Medicine,CA,M,12,42.0,69,325.0,108,3.3784,61047.0,26090.85,2019,0
1184064834,Podiatry,FL,M,83,115.0,74,2080.0,252,1.8796,254826.0,105118.61,2017,0
1033433560,Critical Care (Intensivists),PA,F,12,34.0,71,137.0,62,3.2169,67302.0,17562.34,2019,0
1699918383,Critical Care (Intensivists),MO,M,17,71.0,73,250.0,135,2.9598,79850.0,22690.48,2016,0
1437109584,Neurosurgery,PA,M,65,61.0,72,291.0,117,1.926,1105102.5,97886.93,2018,0
1073693669,Obstetrics & Gynecology,GA,M,45,0.0,66,1416.0,215,0.9228,198084.0,55238.75,2017,0
1376570333,Family Practice,CO,M,33,60.0,58,485.0,138,1.5166,43651.0,15086.2,2017,0
1003272311,Nurse Practitioner,FL,F,4,82.0,77,25.0,18,1.8571,8342.0,1651.91,2018,0
1518033000,Physical Medicine and Rehabilitation,MD,M,6,11.0,66,201.0,28,0.8921,47800.0,18833.27,2019,0
1154437580,Pulmonary Disease,FL,M,4,82.0,80,21.0,13,1.6275,3825.0,1224.48,2016,0
1407947443,Psychiatry,VA,F,6,45.0,64,652.0,215,1.2296,76920.0,48730.14,2017,0
1114126695,Physician Assistant,PA,F,23,53.0,66,598.0,179,1.5238,60208.0,22700.25,2016,0
1053521559,Internal Medicine,TX,M,33,152.0,71,1885.0,335,1.3491,304128.01,94709.12,2018,0
1508078213,Infectious Disease,PA,M,10,141.0,69,681.0,247,4.1866,152926.0,48889.27,2019,0
1578516365,Dermatology,CO,F,43,150.0,74,3224.0,491,0.8669,283361.0,108650.76,2016,0
1649334038,Obstetrics & Gynecology,PA,M,15,0.0,67,62.0,38,1.2154,14108.0,4432.21,2019,0
1497727184,Emergency Medicine,CO,M,9,50.0,73,173.0,108,1.9054,64095.0,13520.98,2016,0
1154303923,Optometry,FL,M,21,615.0,76,3002.0,1528,1.2207,277784.96,182250.65,2017,0
1295937266,Physical Therapist in Private Practice,PR,F,8,24.0,76,1943.0,75,1.1472,48097.63,32324.43,2018,0
1083619258,Cardiac Surgery,OH,M,51,28.0,75,172.0,51,1.7499,192457.59,76553.06,2016,0
1922432434,Physician Assistant,WV,F,39,96.0,66,1040.0,200,1.0695,62855.0,20209.14,2016,0
1689713794,Emergency Medicine,OR,F,15,40.0,72,132.0,94,1.8501,34288.0,8494.98,2019,0
1467776484,Nurse Practitioner,TX,M,30,56.0,70,509.0,121,0.9834,43148.5,14821.98,2016,0
1932191541,Rheumatology,FL,M,96,194.0,73,32986.0,628,1.3789,1536717.0,926836.82,2018,0
1710042726,Internal Medicine,MO,F,19,121.0,64,400.0,320,1.89,306860.0,34347.9,2018,0
1508018425,Nurse Practitioner,IA,F,1,82.0,72,20.0,20,1.0576,2260.0,244.8,2016,0
1578617395,General Surgery,PA,F,42,36.0,71,161.0,87,1.7299,79849.8,26439.44,2016,0
1407849219,Otolaryngology,TX,M,123,291.0,74,7602.0,715,1.1004,682185.5,183430.26,2016,0
1841643822,Physical Therapist in Private Practice,IL,M,6,82.0,68,128.0,15,0.9475,12920.85,2882.0,2017,0
1861435562,Obstetrics & Gynecology,LA,M,16,0.0,57,126.0,63,1.2431,32882.0,15330.89,2016,0
1720302466,Physician Assistant,NY,M,10,14.0,75,118.0,33,1.0677,32876.0,7132.5,2017,0
1184711236,Dermatology,AR,M,26,173.0,69,1243.0,336,1.4769,134214.87,27320.79,2016,0
1427014315,Family Practice,FL,F,36,22.0,70,434.0,89,0.7761,31193.0,15488.2,2017,0
1336123363,Urology,AR,M,50,318.0,76,1918.0,385,1.3815,279100.9,82943.49,2016,0
1194082602,Family Practice,VA,F,58,108.0,68,2270.0,327,1.2754,224759.0,106035.94,2017,0
1376596676,Certified Registered Nurse Anesthetist (CRNA),TN,F,12,82.0,67,23.0,23,1.0323,21420.0,2004.14,2019,0
1174506109,Rheumatology,OH,M,61,165.0,72,55195.0,525,1.5024,3742444.0,1448832.68,2019,0
1689678922,Urology,IN,M,70,443.0,74,3536.0,549,1.363,461481.0,115450.99,2016,0
1144601865,Physician Assistant,ID,M,49,49.0,71,450.0,123,1.286,138659.34,20007.2,2016,0
1194886663,"Psychologist, Clinical",WA,F,7,18.0,68,281.0,29,1.157,78796.0,18588.94,2017,0
1013166339,Physical Therapist in Private Practice,MI,F,6,13.0,73,757.0,28,0.6841,35373.0,15970.9,2017,0
1760642813,Cardiac Surgery,OH,M,15,80.0,67,362.0,208,1.4105,89392.0,17163.01,2017,0
1942314075,Internal Medicine,TN,M,19,308.0,74,1665.0,721,1.4559,202347.0,52859.13,2018,0
1598780637,Family Practice,TX,M,33,105.0,70,921.0,262,1.724,170327.0,40580.76,2017,0
1063641322,Physical Therapist in Private Practice,MO,M,8,29.0,70,1222.0,69,1.1373,96934.94,24902.36,2016,0
1649572603,Certified Registered Nurse Anesthetist (CRNA),MI,F,46,66.0,71,133.0,133,2.0967,210860.0,15139.64,2018,0
1043365026,Physician Assistant,IA,F,6,30.0,68,62.0,48,5.8941,20580.0,6411.05,2019,0
1245412949,Ophthalmology,VA,F,7,347.0,75,1425.0,881,0.9694,161940.92,104667.82,2019,0
1326118811,Internal Medicine,TX,M,23,65.0,79,1479.0,184,1.3533,166737.11,71269.68,2019,0
1033343439,Allergy/ Immunology,GA,F,21,35.0,68,745.0,145,1.4398,136080.0,28056.51,2018,0
1609858158,Diagnostic Radiology,WI,M,132,846.0,73,3193.0,2294,1.7901,455169.0,61215.33,2018,0
1497901516,Pathology,MI,M,29,281.0,70,1731.0,564,2.0271,187708.09,52588.23,2016,0
1649694654,Certified Registered Nurse Anesthetist (CRNA),NV,F,43,44.0,72,124.0,118,2.0225,139205.56,11530.21,2016,0
1447708284,Nurse Practitioner,KY,F,9,82.0,69,22.0,18,0.7678,1955.0,968.75,2016,0
1437278181,Family Practice,MO,F,32,137.0,71,1946.0,366,0.985,160818.0,74168.7,2016,0
1134176845,Orthopedic Surgery,PA,M,65,94.0,71,2068.0,242,1.2586,400220.84,110949.63,2019,0
1932272812,Anesthesiology,HI,M,36,80.0,73,211.0,169,1.1806,219207.0,32643.66,2016,0
1306269972,Nurse Practitioner,GA,F,18,20.0,70,133.0,64,0.8047,7761.0,3890.97,2018,0
1851311088,Neurosurgery,OR,M,68,54.0,71,357.0,126,1.3775,594476.5,138145.01,2018,0
1669937884,Nurse Practitioner,KS,F,8,82.0,51,52.0,13,1.3328,1917.0,439.25,2019,0
1982771705,Neurology,CA,M,19,117.0,65,601.0,266,1.6946,147980.0,60531.75,2018,0
1043487507,Internal Medicine,NH,F,27,193.0,76,982.0,426,2.0929,203876.76,78084.65,2018,0
1720199078,Physician Assistant,UT,M,45,67.0,72,358.0,163,1.1021,57530.0,14226.93,2019,0
1356682371,Nurse Practitioner,FL,F,7,0.0,68,99.0,54,0.8054,9127.0,3283.96,2018,0
1528326642,Obstetrics & Gynecology,HI,F,11,0.0,69,23.0,16,0.7396,3540.0,1372.43,2017,0
1306149596,Physical Therapist in Private Practice,DE,F,7,82.0,71,1244.0,32,1.0742,100750.69,26369.67,2016,0
1699966176,Physical Medicine and Rehabilitation,WA,M,23,96.0,73,3980.0,169,1.4181,184524.6,62090.88,2019,0
1639136245,Gastroenterology,AZ,M,50,366.0,73,2584.0,861,1.6112,705685.0,230285.4,2019,0
1053393959,Internal Medicine,CA,M,40,77.0,74,746.0,168,1.46,104440.94,45387.01,2019,0
1427036474,Family Practice,IN,M,49,270.0,73,3661.0,575,0.9199,172554.0,98649.97,2016,0
1225211543,Endocrinology,TX,F,10,18.0,69,250.0,70,1.5544,45304.0,15070.63,2016,0
1891747846,Emergency Medicine,FL,M,19,280.0,74,688.0,600,1.586,271061.48,76588.39,2017,0
1023378973,Diagnostic Radiology,MI,M,212,1544.0,72,42838.0,3558,1.8237,1599020.5,424938.89,2019,0
1528104213,Nurse Practitioner,NY,F,8,137.0,72,267.0,258,1.2104,40845.0,5767.49,2018,0
1356506943,Physician Assistant,OR,M,41,59.0,71,324.0,123,0.9161,239066.75,24085.64,2017,0
1912911553,General Surgery,WV,M,57,194.0,71,936.0,357,1.4061,466678.0,100077.69,2018,0
1477874725,Physician Assistant,PA,M,11,43.0,64,87.0,77,1.8989,70309.5,4834.29,2018,0
1275730608,Physical Therapist in Private Practice,MI,M,16,44.0,72,11613.0,110,1.7938,1175200.0,214911.35,2019,0
1710969670,Family Practice,MA,M,34,172.0,72,8683.0,356,1.028,262933.9,85526.1,2017,0
1609928944,Physical Therapist in Private Practice,WA,M,7,26.0,73,1431.0,49,0.7981,61617.0,28904.15,2016,0
1821199878,Certified Registered Nurse Anesthetist (CRNA),MO,M,60,90.0,73,197.0,192,1.795,111673.5,47283.93,2016,0
1649465394,Certified Registered Nurse Anesthetist (CRNA),MN,M,13,25.0,71,69.0,69,0.8578,39307.87,4431.78,2019,0
1881640746,Urology,SC,M,129,834.0,73,88108.0,1094,1.2886,1676972.36,422481.39,2016,0
1306832522,Emergency Medicine,TX,F,18,170.0,74,797.0,420,2.3081,744100.0,61301.26,2018,0
1699707836,Licensed Clinical Social Worker,IN,F,4,82.0,60,99.0,23,0.8515,12800.0,6132.98,2017,0
1114984036,Physical Therapist in Private Practice,NJ,F,11,78.0,77,5608.0,154,1.159,180130.73,111115.88,2019,0
1659311553,Family Practice,IN,F,77,57.0,73,4418.0,326,0.843,336431.0,133781.76,2017,0
1750366647,Internal Medicine,SC,M,104,217.0,76,11599.0,538,1.1693,710864.75,236742.17,2019,0
1992090682,Pulmonary Disease,PA,F,27,223.0,66,1148.0,475,2.9263,219611.0,43122.41,2018,0
1750380549,Obstetrics & Gynecology,NC,M,79,0.0,74,8183.0,618,1.0065,1576652.0,357781.47,2017,0
1427066646,Family Practice,MI,M,23,117.0,68,1696.0,247,2.4285,242636.62,111262.47,2016,0
1073514246,Family Practice,PA,M,38,179.0,70,1440.0,356,0.9812,145491.0,90196.34,2017,0
1558698159,Nurse Practitioner,FL,F,9,99.0,80,555.0,226,3.0178,102880.39,52840.98,2019,0
1184665887,Internal Medicine,IN,F,5,15.0,62,38.0,37,2.7415,7380.0,1778.58,2019,0
1649508631,Neurosurgery,PA,M,88,183.0,75,1118.0,394,1.8089,895384.0,238254.78,2019,0
1831408210,Physical Therapist in Private Practice,VT,F,9,14.0,73,1647.0,46,0.8052,112455.0,30900.51,2017,0
1104808245,Otolaryngology,AL,M,49,89.0,70,2620.0,251,1.2681,221124.0,62273.97,2016,0
1235105628,Allergy/ Immunology,CO,F,19,27.0,71,1717.0,86,1.126,56053.0,23920.33,2017,0
1740679141,Certified Registered Nurse Anesthetist (CRNA),NC,F,45,80.0,71,193.0,188,1.5317,277371.0,13070.37,2019,0
1407834310,"Psychologist, Clinical",NY,F,1,82.0,55,13.0,13,1.339,3300.0,1070.5,2017,0
1952647364,Endocrinology,WA,F,49,131.0,72,3558.0,362,1.6454,326773.51,109517.4,2017,0
1942860259,Nurse Practitioner,TX,F,3,82.0,50,27.0,24,0.9591,1394.8,795.49,2019,0
1679559173,Anesthesiology,UT,M,51,61.0,71,179.0,121,1.608,235032.0,37805.59,2016,0
1275528275,Orthopedic Surgery,OH,M,101,111.0,74,1725.0,284,1.1837,264936.0,89635.17,2018,0
1467847756,Internal Medicine,LA,M,9,116.0,71,578.0,241,2.3176,475096.18,52270.0,2018,0
1669662292,Rheumatology,MS,F,43,79.0,69,39945.0,625,1.3165,1830142.0,763952.33,2017,0
1932435971,Nurse Practitioner,NJ,F,32,126.0,71,644.0,300,1.0882,96272.0,31035.33,2016,0
1356496913,Anesthesiology,CA,F,49,62.0,68,370.0,198,1.6661,227036.8,27470.98,2017,0
